ts,equity
2025-03-30 01:00:00+00:00,10000.0
2025-03-30 01:15:00+00:00,10000.0
2025-03-30 01:30:00+00:00,9900.0
2025-03-30 01:45:00+00:00,9900.0
2025-03-30 02:00:00+00:00,9900.0
2025-03-30 02:15:00+00:00,9900.0
2025-03-30 02:30:00+00:00,9801.0
2025-03-30 02:45:00+00:00,9801.0
2025-03-30 03:00:00+00:00,9801.0
2025-03-30 03:15:00+00:00,9801.0
2025-03-30 03:30:00+00:00,9801.0
2025-03-30 03:45:00+00:00,9801.0
2025-03-30 04:00:00+00:00,9801.0
2025-03-30 04:15:00+00:00,9801.0
2025-03-30 04:30:00+00:00,9801.0
2025-03-30 04:45:00+00:00,9801.0
2025-03-30 05:00:00+00:00,9801.0
2025-03-30 05:15:00+00:00,9801.0
2025-03-30 05:30:00+00:00,9801.0
2025-03-30 05:45:00+00:00,9997.02
2025-03-30 06:00:00+00:00,9997.02
2025-03-30 06:15:00+00:00,9897.0498
2025-03-30 06:30:00+00:00,9897.0498
2025-03-30 06:45:00+00:00,9897.0498
2025-03-30 07:00:00+00:00,9897.0498
2025-03-30 07:15:00+00:00,9897.0498
2025-03-30 07:30:00+00:00,9897.0498
2025-03-30 07:45:00+00:00,9897.0498
2025-03-30 08:00:00+00:00,9897.0498
2025-03-30 08:15:00+00:00,9897.0498
2025-03-30 08:30:00+00:00,9897.0498
2025-03-30 08:45:00+00:00,9897.0498
2025-03-30 09:00:00+00:00,9897.0498
2025-03-30 09:15:00+00:00,9897.0498
2025-03-30 09:30:00+00:00,9897.0498
2025-03-30 09:45:00+00:00,9897.0498
2025-03-30 10:00:00+00:00,9897.0498
2025-03-30 10:15:00+00:00,9897.0498
2025-03-30 10:30:00+00:00,9897.0498
2025-03-30 10:45:00+00:00,9897.0498
2025-03-30 11:00:00+00:00,9897.0498
2025-03-30 11:15:00+00:00,9897.0498
2025-03-30 11:30:00+00:00,9897.0498
2025-03-30 11:45:00+00:00,9897.0498
2025-03-30 12:00:00+00:00,9897.0498
2025-03-30 12:15:00+00:00,9897.0498
2025-03-30 12:30:00+00:00,9897.0498
2025-03-30 12:45:00+00:00,9897.0498
2025-03-30 13:00:00+00:00,9897.0498
2025-03-30 13:15:00+00:00,9897.0498
2025-03-30 13:30:00+00:00,9798.0793
2025-03-30 13:45:00+00:00,9798.0793
2025-03-30 14:00:00+00:00,9798.0793
2025-03-30 14:15:00+00:00,9798.0793
2025-03-30 14:30:00+00:00,9798.0793
2025-03-30 14:45:00+00:00,9994.0409
2025-03-30 15:00:00+00:00,9994.0409
2025-03-30 15:15:00+00:00,9994.0409
2025-03-30 15:30:00+00:00,9994.0409
2025-03-30 15:45:00+00:00,9994.0409
2025-03-30 16:00:00+00:00,9994.0409
